cat;ID_PARCEL;cat_new
2694;9468357;2694
2695;9468358;2695
2696;9468359;2696
2697;9468360;2697
2698;377671;2698
2699;377423;2699
2700;9471787;2700
2701;377669;2701
2702;9471788;2702
2703;377670;2703
2704;9471791;2704
2705;9471791;2705
2706;377673;2706
2707;377673;2707
2708;9471792;2708
2709;377424;2709
2710;377424;2710
2711;422343;2711
2712;397772;2712
2713;422441;2713
2714;398841;2714
2715;422442;2715
2716;397769;2716
2717;422306;2717
2718;397940;2718
2719;422236;2719
2720;397939;2720
2721;397939;2721
2722;422335;2722
2723;397937;2723
2724;397937;2724
2725;422235;2725
2726;422235;2726
2727;397941;2727
2728;397941;2728
2729;422309;2729
2730;397933;2730
2731;422336;2731
2732;422248;2732
2733;422330;2733
2734;422526;2734
2735;422344;2735
2736;422344;2736
2737;398763;2737
2738;422434;2738
2739;422528;2739
2740;397862;2740
2741;422527;2741
2742;422334;2742
2743;422334;2743
2744;422315;2744
2745;422315;2745
2746;422242;2746
2747;422242;2747
2748;397847;2748
2749;397847;2749
2750;397778;2750
2751;384476;2751
2752;398838;2752
2753;398838;2753
2754;422234;2754
2755;9471804;2755
2756;9471804;2756
2757;9471804;2757
2758;422333;2758
2759;9471805;2759
2760;9471805;2760
2761;422338;2761
2762;397781;2762
2763;397781;2763
2764;422429;2764
2765;398761;2765
2766;398761;2766
2767;422432;2767
2768;398762;2768
2769;398745;2769
2770;435575;2770
2771;371542;2771
2772;371543;2772
2773;398746;2773
2774;397864;2774
2775;9471809;2775
2776;9471809;2776
2777;397861;2777
2778;397861;2778
2779;410976;2779
2780;410977;2780
2781;410969;2781
2782;410969;2782
2783;410885;2783
2784;410885;2784
2785;411072;2785
2786;411074;2786
2787;411074;2787
2788;411073;2788
2789;411073;2789
2790;411159;2790
2791;411159;2791
2792;371364;2792
2793;371364;2793
2794;411068;2794
2795;371307;2795
2796;371307;2796
2797;411065;2797
2798;410554;2798
2799;410897;2799
2800;410633;2800
2801;410633;2801
2802;410633;2802
2803;410817;2803
2804;410381;2804
2805;410820;2805
2806;410801;2806
2807;410801;2807
2808;410798;2808
2809;410798;2809
2810;410383;2810
2811;410383;2811
2812;410384;2812
2813;410631;2813
2814;397860;2814
2815;397863;2815
2816;397863;2816
2817;397863;2817
2818;398754;2818
2819;398754;2819
2820;397855;2820
2821;397855;2821
2822;398836;2822
2823;393426;2823
2824;393428;2824
2825;394670;2825
2826;371468;2826
2827;394668;2827
2828;9468390;2828
2829;9468390;2829
2830;393697;2830
2831;393697;2831
2832;412803;2832
2833;412803;2833
2834;412803;2834
2835;412805;2835
2836;412804;2836
2837;412804;2837
2838;410903;2838
2839;412809;2839
2840;412809;2840
2841;412807;2841
2842;412807;2842
2843;412808;2843
2844;411452;2844
2845;412796;2845
2846;410799;2846
2847;410800;2847
2848;411454;2848
2849;412713;2849
2850;412801;2850
2851;412801;2851
2852;397857;2852
2853;398760;2853
2854;397780;2854
2855;410980;2855
2856;392287;2856
2857;392286;2857
2858;392277;2858
2859;392276;2859
2860;392276;2860
2861;410469;2861
2862;410469;2862
2863;392275;2863
2864;392288;2864
2865;392284;2865
2866;392284;2866
2867;392279;2867
2868;392272;2868
2869;410454;2869
2870;392270;2870
2871;410808;2871
2872;410808;2872
2873;392271;2873
2874;410814;2874
2875;392281;2875
2876;410803;2876
2877;392280;2877
2878;410894;2878
2879;410894;2879
2880;392278;2880
2881;410550;2881
2882;392289;2882
2883;392289;2883
2884;410992;2884
2885;392274;2885
2886;410993;2886
2887;392285;2887
2888;410818;2888
2889;410818;2889
2890;392283;2890
2891;410895;2891
2892;9468410;2892
2893;9468410;2893
2894;410816;2894
2895;9468411;2895
2896;410632;2896
2897;410632;2897
2898;410632;2898
2899;392273;2899
2900;392273;2900
2901;410802;2901
2902;410802;2902
2903;392282;2903
2904;392282;2904
2905;410901;2905
2906;410901;2906
2907;410900;2907
2908;396113;2908
2909;396111;2909
2910;396110;2910
2911;410464;2911
2912;410464;2912
2913;396112;2913
2914;410457;2914
2915;410457;2915
2916;410561;2916
2917;410815;2917
2918;410380;2918
2919;410552;2919
2920;410455;2920
2921;410456;2921
2922;410463;2922
2923;410461;2923
2924;410460;2924
2925;410460;2925
2926;410460;2926
2927;410462;2927
2928;410462;2928
2929;410812;2929
2930;410546;2930
2931;410545;2931
2932;410811;2932
2933;410819;2933
2934;410548;2934
2935;410459;2935
2936;410459;2936
2937;410810;2937
2938;410634;2938
2939;410634;2939
2940;410804;2940
2941;410806;2941
2942;410805;2942
2943;410807;2943
2944;410547;2944
2945;410981;2945
2946;410813;2946
2947;410562;2947
2948;410562;2948
2949;393424;2949
2950;393424;2950
2951;394672;2951
2952;394672;2952
2953;394672;2953
2954;394671;2954
2955;394671;2955
2956;393419;2956
2957;393419;2957
2958;399648;2958
2959;399649;2959
2960;399646;2960
2961;408481;2961
2962;408481;2962
2963;408479;2963
2964;408479;2964
2965;408480;2965
2966;408480;2966
2967;407435;2967
2968;407437;2968
2969;407437;2969
2970;407185;2970
2971;407185;2971
2972;408488;2972
2973;367008;2973
2974;367008;2974
2975;367008;2975
2976;9468444;2976
2977;9468445;2977
2978;9468446;2978
2979;9468447;2979
2980;9468448;2980
2981;9468449;2981
2982;9468450;2982
2983;367007;2983
2984;367007;2984
2985;9468458;2985
2986;9468459;2986
2987;405067;2987
2988;366925;2988
2989;404988;2989
2990;404988;2990
2991;404997;2991
2992;405064;2992
2993;411805;2993
2994;411805;2994
2995;412522;2995
2996;412522;2996
2997;412522;2997
2998;374023;2998
2999;374023;2999
3000;373998;3000
3001;9468460;3001
3002;9468460;3002
3003;9468461;3003
3004;9468462;3004
3005;374021;3005
3006;374021;3006
3007;373996;3007
3008;9468464;3008
3009;374009;3009
3010;374009;3010
3011;374008;3011
3012;9468465;3012
3013;9468465;3013
3014;9468466;3014
3015;9468466;3015
3016;374020;3016
3017;374012;3017
3018;374012;3018
3019;404995;3019
3020;405068;3020
3021;404992;3021
3022;404993;3022
3023;404990;3023
3024;404991;3024
3025;404987;3025
3026;405066;3026
3027;405065;3027
3028;404996;3028
3029;401760;3029
3030;401760;3030
3031;401761;3031
3032;401759;3032
3033;400561;3033
3034;400485;3034
3035;401753;3035
3036;399643;3036
3037;399644;3037
3038;399645;3038
3039;401661;3039
3040;400480;3040
3041;399647;3041
3042;399647;3042
3043;401762;3043
3044;366535;3044
3045;366536;3045
3046;366536;3046
3047;366616;3047
3048;366616;3048
3049;366617;3049
3050;366525;3050
3051;366525;3051
3052;366524;3052
3053;9468482;3053
3054;9468483;3054
3055;9468483;3055
3056;366523;3056
3057;366526;3057
3058;366540;3058
3059;407363;3059
3060;366539;3060
3061;366539;3061
3062;407364;3062
3063;407180;3063
3064;407179;3064
3065;407179;3065
3066;366538;3066
3067;407348;3067
3068;407348;3068
3069;366541;3069
3070;366541;3070
3071;407279;3071
3072;407279;3072
3073;366542;3073
3074;408478;3074
3075;408478;3075
3076;407172;3076
3077;408492;3077
3078;408492;3078
3079;400662;3079
3080;400662;3080
3081;9472008;3081
3082;9472008;3082
3083;9472008;3083
3084;407362;3084
3085;407434;3085
3086;407434;3086
3087;408406;3087
3088;408406;3088
3089;407347;3089
3090;407265;3090
3091;407344;3091
3092;407344;3092
3093;408483;3093
3094;407445;3094
3095;400663;3095
3096;400663;3096
3097;400663;3097
3098;408474;3098
3099;407281;3099
3100;407350;3100
3101;407262;3101
3102;408489;3102
3103;408489;3103
3104;408486;3104
3105;408486;3105
3106;400479;3106
3107;408410;3107
3108;408487;3108
3109;401672;3109
3110;408407;3110
3111;408407;3111
3112;401670;3112
3113;401669;3113
3114;408485;3114
3115;408485;3115
3116;401671;3116
3117;400466;3117
3118;401869;3118
3119;401869;3119
3120;401869;3120
3121;401873;3121
3122;401875;3122
3123;401867;3123
3124;401867;3124
3125;408484;3125
3126;407349;3126
3127;407444;3127
3128;407444;3128
3129;401868;3129
3130;400464;3130
3131;407356;3131
3132;407356;3132
3133;407270;3133
3134;401872;3134
3135;407175;3135
3136;407175;3136
3137;401877;3137
3138;401775;3138
3139;401769;3139
3140;367061;3140
3141;367061;3141
3142;433280;3142
3143;400564;3143
3144;400563;3144
3145;401666;3145
3146;401668;3146
3147;367069;3147
3148;367069;3148
3149;401667;3149
3150;366883;3150
3151;366883;3151
3152;367068;3152
3153;367068;3153
3154;367068;3154
3155;400567;3155
3156;415051;3156
3157;415051;3157
3158;400579;3158
3159;400579;3159
3160;400579;3160
3161;400574;3161
3162;400572;3162
3163;400572;3163
3164;400571;3164
3165;400571;3165
3166;400570;3166
3167;400568;3167
3168;400575;3168
3169;400576;3169
3170;400576;3170
3171;400580;3171
3172;400578;3172
3173;400578;3173
3174;400578;3174
3175;9472119;3175
3176;9472119;3176
3177;9472119;3177
3178;9472120;3178
3179;9472120;3179
3180;9472121;3180
3181;9472121;3181
3182;400583;3182
3183;400583;3183
3184;400583;3184
3185;400658;3185
3186;400581;3186
3187;400581;3187
3188;400664;3188
3189;9472135;3189
3190;9472135;3190
3191;9472136;3191
3192;9472136;3192
3193;417101;3193
3194;417101;3194
3195;417102;3195
3196;417102;3196
3197;417009;3197
3198;417010;3198
3199;417010;3199
3200;417011;3200
3201;417011;3201
3202;404181;3202
3203;404181;3203
3204;363027;3204
3205;363027;3205
3206;404178;3206
3207;404171;3207
3208;404171;3208
3209;401654;3209
3210;401654;3210
3211;401656;3211
3212;401656;3212
3213;401657;3213
3214;401657;3214
3215;9468544;3215
3216;399642;3216
3217;401676;3217
3218;400471;3218
3219;417018;3219
3220;417104;3220
3221;417104;3221
3222;417112;3222
3223;417111;3223
3224;417029;3224
3225;417095;3225
3226;417028;3226
3227;417028;3227
3228;417109;3228
3229;417099;3229
3230;399733;3230
3231;399733;3231
3232;417108;3232
3233;417022;3233
3234;417022;3234
3235;417180;3235
3236;417027;3236
3237;399908;3237
3238;417179;3238
3239;417179;3239
3240;417014;3240
3241;399909;3241
3242;399909;3242
3243;399909;3243
3244;400003;3244
3245;400003;3245
3246;363020;3246
3247;363020;3247
3248;363021;3248
3249;363021;3249
3250;404170;3250
3251;404170;3251
3252;404095;3252
3253;404095;3253
3254;363028;3254
3255;363028;3255
3256;399290;3256
3257;399290;3257
3258;399290;3258
3259;404097;3259
3260;404097;3260
3261;404097;3261
3262;399735;3262
3263;404226;3263
3264;404096;3264
3265;363025;3265
3266;9468549;3266
3267;9468549;3267
3268;399921;3268
3269;399921;3269
3270;9468550;3270
3271;9468550;3271
3272;399463;3272
3273;404102;3273
3274;399916;3274
3275;404163;3275
3276;404163;3276
3277;399741;3277
3278;399741;3278
3279;399741;3279
3280;9468551;3280
3281;9468551;3281
3282;404597;3282
3283;404597;3283
3284;399278;3284
3285;404502;3285
3286;415568;3286
3287;415568;3287
3288;415581;3288
3289;415580;3289
3290;415580;3290
3291;401660;3291
3292;415575;3292
3293;415575;3293
3294;415577;3294
3295;9472301;3295
3296;9472301;3296
3297;9472302;3297
3298;9472302;3298
3299;413563;3299
3300;413563;3300
3301;401863;3301
3302;413564;3302
3303;413564;3303
3304;413565;3304
3305;413565;3305
3306;401865;3306
3307;413567;3307
3308;413567;3308
3309;401866;3309
3310;413569;3310
3311;413569;3311
3312;401862;3312
3313;401862;3313
3314;401677;3314
3315;417015;3315
3316;417015;3316
3317;417174;3317
3318;417178;3318
3319;417178;3319
3320;417178;3320
3321;417183;3321
3322;417100;3322
3323;417116;3323
3324;417116;3324
3325;417116;3325
3326;417097;3326
3327;417020;3327
3328;417021;3328
3329;417019;3329
3330;417019;3330
3331;417023;3331
3332;417026;3332
3333;404164;3333
3334;404164;3334
3335;363005;3335
3336;363005;3336
3337;404167;3337
3338;404167;3338
3339;404168;3339
3340;404166;3340
3341;404165;3341
3342;404093;3342
3343;404093;3343
3344;363015;3344
3345;363014;3345
3346;363014;3346
3347;404100;3347
3348;404100;3348
3349;363012;3349
3350;377615;3350
3351;363019;3351
3352;363019;3352
3353;377530;3353
3354;377530;3354
3355;377696;3355
3356;9468556;3356
3357;9468556;3357
3358;377699;3358
3359;404180;3359
3360;417106;3360
3361;417105;3361
3362;417107;3362
3363;365294;3363
3364;365297;3364
3365;9468563;3365
3366;9468564;3366
3367;365216;3367
3368;365216;3368
3369;363039;3369
3370;363039;3370
3371;404115;3371
3372;404228;3372
3373;404227;3373
3374;404227;3374
3375;363006;3375
3376;363006;3376
3377;404105;3377
3378;404105;3378
3379;363016;3379
3380;363016;3380
3381;363004;3381
3382;363026;3382
3383;363026;3383
3384;363026;3384
3385;363029;3385
3386;363029;3386
3387;363018;3387
3388;404106;3388
3389;404106;3389
3390;404107;3390
3391;404108;3391
3392;404111;3392
3393;404110;3393
3394;404110;3394
3395;365298;3395
3396;365298;3396
3397;377531;3397
3398;365284;3398
3399;365203;3399
3400;365371;3400
3401;365371;3401
3402;377622;3402
3403;404109;3403
3404;377623;3404
3405;377623;3405
3406;404173;3406
3407;404173;3407
3408;377620;3408
3409;377621;3409
3410;363035;3410
3411;404174;3411
3412;404177;3412
3413;404177;3413
3414;375564;3414
3415;404176;3415
3416;404175;3416
3417;404175;3417
3418;377533;3418
3419;363003;3419
3420;377520;3420
3421;9468573;3421
3422;9468573;3422
3423;9468574;3423
3424;9468574;3424
3425;363002;3425
3426;362999;3426
3427;363000;3427
3428;404103;3428
3429;404104;3429
3430;404234;3430
3431;404236;3431
3432;404236;3432
3433;9472351;3433
3434;9472351;3434
3435;398377;3435
3436;9468583;3436
3437;9468584;3437
3438;9468585;3438
3439;408989;3439
3440;408989;3440
3441;408902;3441
3442;408902;3442
3443;408889;3443
3444;408889;3444
3445;408889;3445
3446;415080;3446
3447;415080;3447
3448;408988;3448
3449;408988;3449
3450;408903;3450
3451;9468594;3451
3452;9468595;3452
3453;9468598;3453
3454;9468599;3454
3455;9468600;3455
3456;9468600;3456
3457;9468601;3457
3458;9468601;3458
3459;408990;3459
3460;408990;3460
3461;9468603;3461
3462;9468603;3462
3463;409000;3463
3464;9468611;3464
3465;408982;3465
3466;408982;3466
3467;398076;3467
3468;366791;3468
3469;398075;3469
3470;398063;3470
3471;398064;3471
3472;9468616;3472
3473;9468616;3473
3474;9468617;3474
3475;9468617;3475
3476;9468617;3476
3477;404590;3477
3478;9472358;3478
3479;9472359;3479
3480;9472359;3480
3481;9472362;3481
3482;398649;3482
3483;398649;3483
3484;398483;3484
3485;398483;3485
3486;398482;3486
3487;398482;3487
3488;9468624;3488
3489;398485;3489
3490;9472377;3490
3491;9472378;3491
3492;401755;3492
3493;9472379;3493
3494;401679;3494
3495;398074;3495
3496;421416;3496
3497;421416;3497
3498;421519;3498
3499;421421;3499
3500;421421;3500
3501;407883;3501
3502;407883;3502
3503;407801;3503
3504;407801;3504
3505;407876;3505
3506;9472397;3506
3507;9472397;3507
3508;398060;3508
3509;398009;3509
3510;398009;3510
3511;398061;3511
3512;398011;3512
3513;398010;3513
3514;398010;3514
3515;398071;3515
3516;398004;3516
3517;398000;3517
3518;398000;3518
3519;398002;3519
3520;398002;3520
3521;9468665;3521
3522;398001;3522
3523;398001;3523
3524;366800;3524
3525;398082;3525
3526;366801;3526
3527;366801;3527
3528;366802;3528
3529;366802;3529
3530;423107;3530
3531;398388;3531
3532;398650;3532
3533;398651;3533
3534;398659;3534
3535;398659;3535
3536;398652;3536
3537;398652;3537
3538;398083;3538
3539;398081;3539
3540;398005;3540
3541;398005;3541
3542;398006;3542
3543;398007;3543
3544;398008;3544
3545;415854;3545
3546;415869;3546
3547;415869;3547
3548;415871;3548
3549;399476;3549
3550;399476;3550
3551;415870;3551
3552;399911;3552
3553;399911;3553
3554;415862;3554
3555;417190;3555
3556;415872;3556
3557;415872;3557
3558;399474;3558
3559;399474;3559
3560;415853;3560
3561;399465;3561
3562;417189;3562
3563;399999;3563
3564;415868;3564
3565;415859;3565
3566;415859;3566
3567;417186;3567
3568;417186;3568
3569;415855;3569
3570;415855;3570
3571;417185;3571
3572;415856;3572
3573;399283;3573
3574;399283;3574
3575;399460;3575
3576;399460;3576
3577;399460;3577
3578;9472483;3578
3579;369409;3579
3580;399739;3580
3581;369490;3581
3582;9472485;3582
3583;399462;3583
3584;399462;3584
3585;9472486;3585
3586;9472487;3586
3587;9472488;3587
3588;399915;3588
3589;9472489;3589
3590;9472489;3590
3591;9472489;3591
3592;9472490;3592
3593;399907;3593
3594;399907;3594
3595;399912;3595
3596;399477;3596
3597;376461;3597
3598;376461;3598
3599;369587;3599
3600;9468702;3600
3601;9468702;3601
3602;415866;3602
3603;415866;3603
3604;415865;3604
3605;415865;3605
3606;415867;3606
3607;415867;3607
3608;415860;3608
3609;415857;3609
3610;417187;3610
3611;376634;3611
3612;376634;3612
3613;376460;3613
3614;376460;3614
3615;376544;3615
3616;370513;3616
3617;370513;3617
3618;370504;3618
3619;369133;3619
3620;369133;3620
3621;369316;3621
3622;369229;3622
3623;369226;3623
3624;369226;3624
3625;369317;3625
3626;369317;3626
3627;369318;3627
3628;369318;3628
3629;369319;3629
3630;369319;3630
3631;9472639;3631
3632;9472639;3632
3633;376479;3633
3634;376479;3634
3635;376549;3635
3636;376631;3636
3637;376552;3637
3638;423786;3638
3639;376635;3639
3640;376635;3640
3641;376477;3641
3642;408971;3642
3643;408972;3643
3644;408972;3644
3645;408966;3645
3646;408967;3646
3647;408967;3647
3648;408968;3648
3649;408968;3649
3650;376563;3650
3651;408974;3651
3652;9472641;3652
3653;408973;3653
3654;409237;3654
3655;409230;3655
3656;409230;3656
3657;409233;3657
3658;409233;3658
3659;9468730;3659
3660;9468731;3660
3661;408962;3661
3662;409240;3662
3663;409240;3663
3664;409241;3664
3665;408959;3665
3666;409235;3666
3667;408969;3667
3668;9468732;3668
3669;9468733;3669
3670;409231;3670
3671;423579;3671
3672;423579;3672
3673;423578;3673
3674;423578;3674
3675;376466;3675
3676;423773;3676
3677;422947;3677
3678;422947;3678
3679;376473;3679
3680;376473;3680
3681;423588;3681
3682;376472;3682
3683;376472;3683
3684;9468735;3684
3685;376554;3685
3686;376554;3686
3687;408961;3687
3688;376557;3688
3689;408960;3689
3690;408957;3690
3691;408958;3691
3692;408979;3692
3693;408975;3693
3694;408975;3694
3695;409239;3695
3696;408965;3696
3697;409236;3697
3698;409236;3698
3699;409238;3699
3700;408963;3700
3701;9472696;3701
3702;9472696;3702
3703;408964;3703
3704;9472697;3704
3705;9468736;3705
3706;9468736;3706
3707;376632;3707
3708;376560;3708
3709;376560;3709
3710;376560;3710
3711;376636;3711
3712;407799;3712
3713;376624;3713
3714;407879;3714
3715;407880;3715
3716;407880;3716
3717;376550;3717
3718;376553;3718
3719;423293;3719
3720;376556;3720
3721;376280;3721
3722;405023;3722
3723;9472708;3723
3724;405020;3724
3725;9472709;3725
3726;9472710;3726
3727;9468761;3727
3728;376396;3728
3729;376396;3729
3730;377649;3730
3731;377715;3731
3732;376392;3732
3733;376391;3733
3734;376391;3734
3735;376390;3735
3736;376390;3736
3737;377728;3737
3738;377729;3738
3739;377727;3739
3740;377727;3740
3741;9472715;3741
3742;366571;3742
3743;9472716;3743
3744;366570;3744
3745;366570;3745
3746;9472717;3746
3747;405019;3747
3748;404953;3748
3749;404953;3749
3750;9472718;3750
3751;9472719;3751
3752;404948;3752
3753;404943;3753
3754;404944;3754
3755;404946;3755
3756;404949;3756
3757;404941;3757
3758;404951;3758
3759;404945;3759
3760;404950;3760
3761;404942;3761
3762;404947;3762
3763;404947;3763
3764;404939;3764
3765;404940;3765
3766;366831;3766
3767;9472720;3767
3768;366835;3768
3769;9472721;3769
3770;425357;3770
3771;405027;3771
3772;425269;3772
3773;405026;3773
3774;425279;3774
3775;425280;3775
3776;425280;3776
3777;370299;3777
3778;370299;3778
3779;382174;3779
3780;370300;3780
3781;370286;3781
3782;382176;3782
3783;382176;3783
3784;382179;3784
3785;382179;3785
3786;382178;3786
3787;382178;3787
3788;382173;3788
3789;425276;3789
3790;425358;3790
3791;425360;3791
3792;425361;3792
3793;425361;3793
3794;425359;3794
3795;425359;3795
3796;425364;3796
3797;425355;3797
3798;425355;3798
3799;370394;3799
3800;370395;3800
3801;370294;3801
3802;376399;3802
3803;412195;3803
3804;412195;3804
3805;412194;3805
3806;412194;3806
3807;412194;3807
3808;412194;3808
3809;376487;3809
3810;377734;3810
3811;377734;3811
3812;377733;3812
3813;377733;3813
3814;9472808;3814
3815;9472808;3815
3816;405568;3816
3817;405568;3817
3818;405573;3818
3819;9472809;3819
3820;9472810;3820
3821;405570;3821
3822;405570;3822
3823;9472817;3823
3824;9472817;3824
3825;374033;3825
3826;9472818;3826
3827;374032;3827
3828;374035;3828
3829;376389;3829
3830;377647;3830
3831;377716;3831
3832;377716;3832
3833;377716;3833
3834;406119;3834
3835;406119;3835
3836;406126;3836
3837;406126;3837
3838;406113;3838
3839;406113;3839
3840;406113;3840
3841;406113;3841
3842;406127;3842
3843;406122;3843
3844;406129;3844
3845;406129;3845
3846;406114;3846
3847;406130;3847
3848;406128;3848
3849;406117;3849
3850;406118;3850
3851;406199;3851
3852;406199;3852
3853;406124;3853
3854;406124;3854
3855;406123;3855
3856;406123;3856
3857;406120;3857
3858;406120;3858
3859;406115;3859
3860;406115;3860
3861;406115;3861
3862;384939;3862
3863;384941;3863
3864;384936;3864
3865;385763;3865
3866;386407;3866
3867;394341;3867
3868;394342;3868
3869;394335;3869
3870;394337;3870
3871;394340;3871
3872;394340;3872
3873;394334;3873
3874;394334;3874
3875;394339;3875
3876;394339;3876
3877;394336;3877
3878;394338;3878
3879;9472935;3879
3880;9472935;3880
3881;9472936;3881
3882;9472937;3882
3883;385080;3883
3884;385080;3884
3885;385075;3885
3886;402694;3886
3887;402694;3887
3888;402677;3888
3889;402172;3889
3890;402172;3890
3891;402166;3891
3892;402683;3892
3893;402683;3893
3894;376189;3894
3895;376189;3895
3896;385087;3896
3897;9468790;3897
3898;9468790;3898
3899;384947;3899
3900;376191;3900
3901;376191;3901
3902;385503;3902
3903;376192;3903
3904;376192;3904
3905;386302;3905
3906;386290;3906
3907;386288;3907
3908;425194;3908
3909;425194;3909
3910;386289;3910
3911;425192;3911
3912;425192;3912
3913;425192;3913
3914;386397;3914
3915;386397;3915
3916;425191;3916
3917;425191;3917
3918;425193;3918
3919;425193;3919
3920;425352;3920
3921;425353;3921
3922;386306;3922
3923;425441;3923
3924;425441;3924
3925;386387;3925
3926;425440;3926
3927;425440;3927
3928;386386;3928
3929;386386;3929
3930;425369;3930
3931;425369;3931
3932;404029;3932
3933;425370;3933
3934;403960;3934
3935;403962;3935
3936;402686;3936
3937;402686;3937
3938;403966;3938
3939;403966;3939
3940;402323;3940
3941;404039;3941
3942;402167;3942
3943;403959;3943
3944;403964;3944
3945;402163;3945
3946;404043;3946
3947;402674;3947
3948;402674;3948
3949;402674;3949
3950;403968;3950
3951;403968;3951
3952;402322;3952
3953;404020;3953
3954;404020;3954
3955;402169;3955
3956;402169;3956
3957;9472970;3957
3958;9472970;3958
3959;402684;3959
3960;403957;3960
3961;402164;3961
3962;402164;3962
3963;402691;3963
3964;402691;3964
3965;402678;3965
3966;402678;3966
3967;402689;3967
3968;402689;3968
3969;402168;3969
3970;402685;3970
3971;402685;3971
3972;403963;3972
3973;402160;3973
3974;403965;3974
3975;402161;3975
3976;402162;3976
3977;402162;3977
3978;402162;3978
3979;402675;3979
3980;402675;3980
3981;402675;3981
3982;402676;3982
3983;376187;3983
3984;404032;3984
3985;376188;3985
3986;376188;3986
3987;404034;3987
3988;9468793;3988
3989;9468793;3989
3990;9468793;3990
3991;9472977;3991
3992;9472977;3992
3993;9472978;3993
3994;404023;3994
3995;9472979;3995
3996;425371;3996
3997;404037;3997
3998;425445;3998
3999;425445;3999
4000;404041;4000
4001;425446;4001
4002;425446;4002
4003;404040;4003
4004;425354;4004
4005;425354;4005
4006;403967;4006
4007;425366;4007
4008;425366;4008
4009;404028;4009
4010;425196;4010
4011;425266;4011
4012;425350;4012
4013;425351;4013
4014;425351;4014
4015;425365;4015
4016;404033;4016
4017;404033;4017
4018;425265;4018
4019;404027;4019
4020;425262;4020
4021;425263;4021
4022;425260;4022
4023;425261;4023
4024;425264;4024
4025;425281;4025
4026;425282;4026
4027;425348;4027
4028;425348;4028
4029;425347;4029
4030;425349;4030
4031;425186;4031
4032;425186;4032
4033;425275;4033
4034;425273;4034
4035;425273;4035
4036;425270;4036
4037;425270;4037
4038;425272;4038
4039;425272;4039
4040;425271;4040
4041;425271;4041
4042;425195;4042
4043;425183;4043
4044;425183;4044
4045;425185;4045
4046;425185;4046
4047;425182;4047
4048;425184;4048
4049;395161;4049
4050;395161;4050
4051;395061;4051
4052;403012;4052
4053;403023;4053
4054;9468798;4054
4055;9468798;4055
4056;403022;4056
4057;403022;4057
4058;403018;4058
4059;403018;4059
4060;403017;4060
4061;403019;4061
4062;403019;4062
4063;9468799;4063
4064;403086;4064
4065;9468800;4065
4066;9468800;4066
4067;394957;4067
4068;394945;4068
4069;394945;4069
4070;394860;4070
4071;394860;4071
4072;394947;4072
4073;394946;4073
4074;394946;4074
4075;394951;4075
4076;402056;4076
4077;402056;4077
4078;403014;4078
4079;403005;4079
4080;403005;4080
4081;402057;4081
4082;403015;4082
4083;402050;4083
4084;402050;4084
4085;403010;4085
4086;403010;4086
4087;403003;4087
4088;403003;4088
4089;9468801;4089
4090;9468802;4090
4091;9468802;4091
4092;9468803;4092
4093;9468803;4093
4094;9468803;4094
4095;9468804;4095
4096;403009;4096
4097;9468805;4097
4098;9468805;4098
4099;403089;4099
4100;403089;4100
4101;403088;4101
4102;394867;4102
4103;394963;4103
4104;394869;4104
4105;402055;4105
4106;402055;4106
4107;402055;4107
4108;402048;4108
4109;403020;4109
4110;403006;4110
4111;402049;4111
4112;402051;4112
4113;403004;4113
4114;376194;4114
4115;376194;4115
4116;376194;4116
4117;376193;4117
4118;376193;4118
4119;376287;4119
4120;376287;4120
4121;376286;4121
4122;376286;4122
4123;376281;4123
4124;376285;4124
4125;376284;4125
4126;376282;4126
4127;376282;4127
4128;375139;4128
4129;375139;4129
4130;366757;4130
4131;366757;4131
4132;366572;4132
4133;366572;4133
4134;395163;4134
4135;395252;4135
4136;395252;4136
4137;395072;4137
4138;395072;4138
4139;395158;4139
4140;395158;4140
4141;395157;4141
4142;395157;4142
4143;395156;4143
4144;395254;4144
4145;395155;4145
4146;395067;4146
4147;395067;4147
4148;395066;4148
4149;395066;4149
4150;395253;4150
4151;395253;4151
4152;395253;4152
4153;395167;4153
4154;402681;4154
4155;402681;4155
4156;402692;4156
4157;402692;4157
4158;402171;4158
4159;402054;4159
4160;402682;4160
4161;9468817;4161
4162;9468817;4162
4163;402687;4163
4164;402687;4164
4165;9468819;4165
4166;420146;4166
4167;420146;4167
4168;395070;4168
4169;395164;4169
4170;395164;4170
4171;395160;4171
4172;395160;4172
4173;395162;4173
4174;395065;4174
4175;395069;4175
4176;395073;4176
4177;395073;4177
4178;395063;4178
4179;377719;4179
4180;377719;4180
4181;377718;4181
4182;377718;4182
4183;376394;4183
4184;376395;4184
4185;365255;4185
4186;365255;4186
4187;365254;4187
4188;365254;4188
4189;365252;4189
4190;365253;4190
4191;365256;4191
4192;405500;4192
4193;405500;4193
4194;405511;4194
4195;405511;4195
4196;405426;4196
4197;405425;4197
4198;405516;4198
4199;405516;4199
4200;405594;4200
4201;405507;4201
4202;9468822;4202
4203;9468822;4203
4204;9468822;4204
4205;9468823;4205
4206;9468823;4206
4207;9468823;4207
4208;405517;4208
4209;405518;4209
4210;405518;4210
4211;405505;4211
4212;405505;4212
4213;405501;4213
4214;405598;4214
4215;405499;4215
4216;405510;4216
4217;405424;4217
4218;405504;4218
4219;405504;4219
4220;405503;4220
4221;405503;4221
4222;363487;4222
4223;363487;4223
4224;363486;4224
4225;363486;4225
